Concept	Pronunciation	Phon_1st	KF	ln(KF)	BNC	ln(BNC)	Familiarity	Length_Letters	Length_Phonemes	Length_Syllables	Bigram	Trigram	ColtheartN	Num_Feats_Tax	Num_Feats_No_Tax	Num_Disting_Feats_No_Tax	Disting_Feats_%_No_Tax	Mean_Distinct_No_Tax	Mean_CV_No_Tax	Density_No_Tax	Num_Corred_Pairs_No_Tax	%_Corred_Pairs_No_Tax	Num_Func	Num_Vis_Mot	Num_VisF&S	Num_Vis_Col	Num_Sound	Num_Taste	Num_Smell	Num_Tact	Num_Ency	Num_Tax
mushroom	[mVS][rUm]	m	4	1.39	901	6.80	7.20	8	6	2	126.12	31.21	0	16	14	3	21.4	0.291	0.291	68.68	5	9	5	0	3	2	0	0	0	0	4	2
muzzle	"[mV][zl,]"	m	11	2.40	241	5.48	3.25	6	4	2	889.19	12.24	2	8	8	6	75.0	0.739	0.758	0.00	0	0	4	0	2	0	0	0	0	0	2	0
napkin	[n&p][kIn]	n	5	1.61	317	5.76	8.25	6	6	2	254.75	5.70	0	14	14	6	42.9	0.509	0.521	51.36	5	18	5	0	3	2	0	0	0	1	3	0
necklace	[nEk][lIs]	n	5	1.61	404	6.00	8.00	8	6	2	359.18	12.97	0	17	15	8	53.3	0.486	0.491	167.33	8	38	3	0	8	0	0	0	0	0	4	2
nectarine	  - 	n	1	0.00	36	3.58	6.20	9	8	3	881.06	129.29	0	17	16	4	25.0	0.275	0.276	564.33	28	42	0	0	6	1	0	2	0	3	4	1
nightgown	[naIt][gaUn]	n	1	0.00	88	4.48	6.20	9	6	2	49.63	25.01	0	11	10	1	10.0	0.126	0.137	135.02	8	22	1	0	4	1	0	0	0	3	1	1
nightingale	  - 	n	5	1.61	245	5.50	1.80	11	8	3	0.00	0.00	0	6	5	0	0.0	0.038	0.037	398.85	10	100	0	1	3	0	1	0	0	0	0	1
nylons	[naI][lOnz]	n	1	0.00	734	6.60	6.20	6	6	2	317.99	43.65	1	18	16	9	56.3	0.460	0.449	144.43	6	29	5	0	5	2	0	0	0	1	3	2
oak	[@Uk]	@U	2	0.69	1950	7.58	6.10	3	2	1			4	11	10	1	10.0	0.189	0.202	125.63	5	14	2	0	4	1	0	0	0	1	2	1
octopus	[Ok][t@][p@s]	O	1	0.00	183	5.21	2.10	7	7	3	129.65	2.62	0	13	11	4	36.4	0.321	0.310	144.49	6	29	1	2	4	0	0	0	0	0	4	2
olive	[O][lIv]	O	6	1.79	1174	7.07	5.70	5	4	2	423.24	87.09	1	17	14	3	21.4	0.286	0.284	93.98	6	11	6	0	3	3	0	1	0	0	1	3
onions	[V][nj@nz]	V	19	2.94	1236	7.12	7.40	6	6	2	394.89	78.28	1	16	14	7	50.0	0.388	0.361	25.80	2	10	3	0	4	3	0	1	1	0	2	2
orange	[O][rIndZ]	O	29	3.37	3081	8.03	8.20	6	5	2	677.64	208.91	1	16	14	1	7.1	0.181	0.212	1296.22	51	65	1	0	6	1	0	1	0	1	4	2
oriole	  - 	O	16	2.77	16	2.77	2.40	6	5	3	1113.50	7.40	0	9	8	1	12.5	0.152	0.143	439.72	10	48	0	1	3	2	0	0	0	0	2	1
ostrich	[O][strItS]	O	1	0.00	168	5.12	2.55	7	6	2	273.98	5.54	0	19	18	3	16.7	0.263	0.282	616.89	27	26	0	3	8	0	0	0	0	0	7	1
otter	[O][t@r*]	O	5	1.61	348	5.85	2.70	5	4	2	3071.94	749.15	3	9	7	0	0.0	0.041	0.045	98.00	4	19	0	2	2	1	0	0	0	0	2	2
oven	"[V][vn,]"	V	8	2.08	1565	7.36	7.50	4	3	2	4586.99	1354.92	5	14	13	4	30.8	0.371	0.383	331.92	12	33	4	0	4	0	0	0	0	1	4	1
owl	[aUl]	aU	4	1.39	1648	7.41	4.10	3	2	1			3	13	11	1	9.1	0.193	0.210	434.80	12	27	0	2	4	1	1	0	0	0	3	2
ox	[Oks]	O	15	2.71	336	5.82	2.30	2	3	1			9	11	9	2	22.2	0.170	0.144	26.31	3	14	1	1	3	1	0	0	0	1	2	2
paintbrush	[peInt][brVS]	p	1	0.00	73	4.29	6.85	10	8	2	81.15	0.00	0	6	6	1	16.7	0.156	0.207	9.48	1	10	1	0	5	0	0	0	0	0	0	0
pajamas	  - 	p	4	1.39	3	1.10	8.50	7	7	3	209.89	5.41	1	11	10	5	50.0	0.443	0.399	59.10	3	30	1	0	5	0	0	0	0	3	1	1
pan	[p&n]	p	19	2.94	2211	7.70	6.70	3	3	1			19	12	12	5	41.7	0.422	0.406	46.61	3	14	3	0	6	0	0	0	0	0	3	0
panther	[p&n][T@r*]	p	2	0.69	184	5.21	2.60	7	6	2	1815.22	720.97	0	13	9	1	11.1	0.169	0.157	66.65	5	18	0	2	3	1	0	0	0	0	3	4
pants	[p&nts]	p	9	2.20	573	6.35	8.95	5	5	1	816.87	125.38	7	21	18	4	22.2	0.276	0.290	880.64	33	36	5	0	11	1	0	0	0	0	1	3
parakeet	  - 	p	1	0.00	40	3.69	2.95	8	7	3	287.71	33.56	0	16	14	1	7.1	0.135	0.131	758.74	27	35	0	3	4	1	4	0	0	0	2	2
parka	[pA:][k@]	p	1	0.00	45	3.81	4.60	5	4	2	766.62	184.65	1	10	8	3	37.5	0.500	0.497	105.80	4	40	2	0	4	0	0	0	0	1	1	2
parsley	[pA:s][lI]	p	1	0.00	383	5.95	5.00	7	5	2	788.12	100.29	1	10	7	3	42.9	0.303	0.314	58.67	4	67	3	0	1	1	0	1	0	0	1	3
partridge	[pA:][trIdZ]	p	1	0.00	249	5.52	2.55	9	6	2	272.54	52.96	1	10	8	1	12.5	0.147	0.148	439.72	10	48	2	1	3	0	0	0	0	0	2	2
peach	[pi:tS]	p	4	1.39	776	6.65	7.05	5	3	1	2529.48	221.63	7	15	14	3	21.4	0.267	0.268	568.34	27	49	1	0	4	1	0	2	0	4	2	1
peacock	[pi:][kOk]	p	6	1.79	578	6.36	3.85	7	5	2	620.58	69.42	0	16	14	2	14.3	0.200	0.194	297.09	10	15	0	2	5	3	0	0	0	0	4	2
pear	[pE@r*]	p	8	2.08	723	6.58	7.20	4	3	1	1922.61	703.16	15	13	12	1	8.3	0.157	0.154	220.72	12	22	1	0	2	3	0	2	0	2	2	1
pearl	[p3:l]	p	11	2.40	1070	6.98	5.10	5	3	1	1708.18	587.54	1	15	15	7	46.7	0.456	0.459	36.37	3	11	2	0	3	2	0	0	0	2	6	0
peas	[pi:z]	p	24	3.18	629	6.44	6.95	4	3	1	1452.57	31.09	11	12	11	2	18.2	0.223	0.232	140.53	9	25	3	0	2	2	0	1	0	0	3	1
peg	[pEg]	p	6	1.79	990	6.90	5.30	3	3	1			13	7	7	0	0.0	0.069	0.053	0.00	0	0	1	0	6	0	0	0	0	0	0	0
pelican	[pE][lI][k@n]	p	1	0.00	145	4.98	2.85	7	7	3	538.99	130.34	0	15	13	3	23.1	0.209	0.213	491.37	16	36	0	3	6	1	0	0	0	0	3	2
pen	[pEn]	p	20	3.00	2691	7.90	8.95	3	3	1			20	15	15	4	26.7	0.295	0.278	17.29	2	4	2	0	9	3	0	0	0	0	1	0
pencil	"[pEn][sl,]"	p	38	3.64	1451	7.28	8.60	6	5	2	614.46	19.14	0	16	15	9	60.0	0.614	0.637	29.11	3	20	4	0	7	1	0	0	0	0	3	1
penguin	[pEN][gwIn]	p	1	0.00	600	6.40	2.80	7	7	2	538.53	25.81	0	18	16	5	31.3	0.263	0.300	232.14	14	25	0	3	5	2	0	0	0	0	6	2
pepper	[pE][p@r*]	p	13	2.56	1169	7.06	7.80	6	5	2	2019.93	117.93	1	12	10	8	80.0	0.760	0.752	0.00	0	0	3	0	1	1	0	1	0	0	4	2
perch	[p3:tS]	p	1	0.00	302	5.71	4.00	5	3	1	1344.62	45.01	2	15	13	0	0.0	0.072	0.080	652.54	21	27	2	1	5	0	0	1	0	1	3	2
pheasant	"[fE][zn,t]"	f	3	1.10	326	5.79	3.15	8	5	2	457.24	119.15	1	9	7	0	0.0	0.025	0.024	439.72	10	48	2	1	3	0	0	0	0	0	1	2
piano	[pI][&][n@U]	p	39	3.66	2112	7.66	5.95	5	5	3	401.59	38.02	0	13	11	2	18.2	0.271	0.276	162.31	8	22	1	0	6	2	1	0	0	0	1	2
pickle	"[pI][kl,]"	p	2	0.69	284	5.65	7.35	6	4	2	1086.68	96.43	3	18	16	6	37.5	0.386	0.370	233.25	15	33	2	0	2	1	0	5	0	2	4	2
pie	[paI]	p	19	2.94	1610	7.38	7.35	3	2	1			11	13	10	4	40.0	0.339	0.346	77.59	4	27	3	0	3	0	0	2	0	0	2	3
pier	[pI@r*]	p	9	2.20	1129	7.03	5.25	4	3	1	917.02	9.80	5	11	11	8	72.7	0.702	0.696	0.00	0	0	4	0	3	0	0	0	0	0	4	0
pig	[pIg]	p	14	2.64	2508	7.83	5.15	3	3	1			14	22	19	10	52.6	0.529	0.533	109.27	9	25	4	1	8	1	2	0	1	0	2	3
pigeon	[pI][dZIn]	p	4	1.39	884	6.78	5.80	6	5	2	520.27	6.16	0	14	12	4	33.3	0.344	0.338	394.34	12	43	0	3	5	1	1	0	0	0	2	2
pillow	[pI][l@U]	p	6	1.79	1133	7.03	8.80	6	4	2	579.69	202.69	2	13	13	6	46.2	0.393	0.464	214.63	9	43	3	0	3	1	0	0	0	3	3	0
pin	[pIn]	p	22	3.09	1844	7.52	6.85	3	3	1			18	10	10	2	20.0	0.214	0.187	54.94	4	14	2	0	5	1	0	0	0	1	1	0
pine	[paIn]	p	16	2.77	1231	7.12	4.85	4	3	1	1485.10	354.50	18	11	8	4	50.0	0.392	0.393	84.33	3	50	2	0	2	1	0	0	1	1	1	3
pineapple	"[paIn][&][pl,]"	p	9	2.20	330	5.80	6.40	9	6	3	151.73	12.76	0	17	16	4	25.0	0.289	0.278	572.09	26	39	1	0	5	3	0	1	0	2	4	1
pipe	[paIp]	p	27	3.30	3681	8.21	4.45	4	3	1	307.50	33.58	7	12	12	5	41.7	0.428	0.422	0.00	0	0	3	0	7	0	0	0	0	1	1	0
pipe_(smoking)	[paIp]	p	27	3.30	3681	8.21	3.35	4	3	1	307.50	33.58	7	7	7	4	57.1	0.630	0.612	36.13	1	33	4	0	1	0	0	0	1	0	1	0
pistol	"[pI][stl,]"	p	4	1.39	951	6.86	3.00	6	5	2	577.48	69.53	1	19	17	3	17.6	0.252	0.267	947.40	36	40	7	1	3	0	2	0	0	1	3	2
plate	[pleIt]	p	45	3.81	6443	8.77	8.90	5	4	1	1356.64	430.95	4	20	19	3	15.8	0.212	0.189	337.66	18	15	4	0	10	1	0	0	0	0	4	1
platypus	[pl&][tI][p@s]	p	1	0.00	30	3.40	1.95	8	8	3	194.45	33.59	0	8	6	1	16.7	0.134	0.098	92.22	3	30	0	1	3	0	0	0	0	1	1	2
pliers	[plaI][@z]	p	1	0.00	72	4.28	4.90	6	5	2	703.96	215.47	1	12	11	2	18.2	0.308	0.307	66.94	4	11	4	0	5	0	0	0	0	0	2	1
plug_(electric)	[plVg]	p	25	3.22	1214	7.10	7.75	4	4	1	272.59	33.74	3	13	13	8	61.5	0.611	0.603	0.00	0	0	3	0	6	0	0	0	0	0	4	0
plum	[plVm]	p	1	0.00	425	6.05	6.20	4	4	1	269.63	34.08	5	15	14	2	14.3	0.162	0.173	436.26	23	35	3	0	5	2	0	2	0	1	1	1
pony	[p@U][nI]	p	16	2.77	1114	7.02	4.70	4	4	2	1174.63	19.27	7	18	15	3	20.0	0.270	0.257	234.87	17	26	3	2	9	0	0	0	0	0	1	3
porcupine	[pO:][kjU][paIn]	p	1	0.00	72	4.28	3.20	9	8	3	661.25	21.35	0	10	8	2	25.0	0.291	0.276	8.50	1	7	0	2	3	1	0	0	0	0	2	2
pot	[pOt]	p	28	3.33	3116	8.04	7.45	3	3	1			17	10	9	0	0.0	0.077	0.074	91.21	4	11	1	0	6	0	0	0	0	0	2	1
potato	[p@][teI][t@U]	p	33	3.50	2527	7.83	8.15	6	6	3	551.14	31.40	0	19	18	7	38.9	0.426	0.438	245.01	16	29	6	0	3	1	0	0	0	0	8	1
projector	[pr@][dZEk][t@r*]	p	1	0.00	247	5.51	6.60	9	9	3	416.75	162.95	1	6	6	4	66.7	0.764	0.769	0.00	0	0	3	0	1	0	0	0	0	1	1	0
prune	[pru:n]	p	1	0.00	205	5.32	5.15	5	4	1	880.90	23.86	2	18	17	7	41.2	0.413	0.384	406.15	20	44	4	0	6	2	0	1	0	1	3	1
pumpkin	[pVmp][kIn]	p	2	0.69	176	5.17	6.95	7	7	2	273.24	11.03	0	12	10	4	40.0	0.409	0.432	80.17	5	33	3	0	3	1	0	0	0	0	3	2
pyramid	[pI][r@][mId]	p	3	1.10	693	6.54	2.70	7	7	3	84.00	14.57	0	14	13	10	76.9	0.796	0.790	0.00	0	0	0	0	6	0	0	0	0	0	7	1
python	"[paI][Tn,]"	p	14	2.64	169	5.13	2.20	6	4	2	746.39	29.23	0	15	11	2	18.2	0.322	0.302	164.71	9	25	0	4	4	0	0	0	0	0	3	4
rabbit	[r&][bIt]	r	16	2.77	2486	7.82	6.05	6	5	2	344.26	17.13	1	14	12	2	16.7	0.198	0.182	44.06	4	9	2	2	6	0	0	0	0	1	1	2
raccoon	  - 	r	1	0.00	13	2.56	5.10	7	5	2	337.53	5.09	0	12	11	1	9.1	0.202	0.202	82.17	6	13	0	1	5	2	0	0	0	1	2	1
racquet	 -	r	1	0.00	77	4.34	5.75	7	5	2	159.92	10.86	0	13	12	6	50.0	0.526	0.527	0.00	0	0	6	0	6	0	0	0	0	0	0	1
radio	[reI][dI][@U]	r	127	4.84	9241	9.13	8.70	5	5	3	250.40	87.85	2	17	17	15	88.2	0.758	0.756	0.00	0	0	8	0	4	0	1	0	0	0	4	0
radish	[r&][dIS]	r	8	2.08	213	5.36	4.95	6	5	2	355.56	53.92	1	16	14	2	14.3	0.206	0.212	328.68	15	23	1	0	5	4	0	1	0	1	2	2
raft	[rA:ft]	r	5	1.61	404	6.00	4.70	4	4	1	463.23	4.92	5	14	13	6	46.2	0.474	0.469	55.54	3	14	4	1	5	0	0	0	0	0	3	1
raisin	"[reI][zn,]"	r	1	0.00	173	5.15	6.55	6	4	2	503.73	73.35	0	14	13	7	53.8	0.472	0.476	0.00	0	0	3	0	3	3	0	1	0	0	3	1
rake	[reIk]	r	11	2.40	353	5.87	5.80	4	3	1	2111.24	910.05	15	15	14	6	42.9	0.422	0.372	74.82	4	14	3	0	7	0	0	0	0	0	4	1
raspberry	[rA:z][b@][rI]	r	1	0.00	280	5.63	6.15	9	7	3	167.94	3.24	0	11	9	1	11.1	0.173	0.167	106.59	8	29	2	0	2	1	0	3	0	0	1	2
rat	[r&t]	r	9	2.20	2467	7.81	3.65	3	3	1			22	22	20	3	15.0	0.237	0.244	317.63	24	18	1	2	11	2	0	0	0	0	4	2
rattle	"[r&][tl,]"	r	6	1.79	441	6.09	5.00	6	4	2	2209.54	893.68	2	9	8	3	37.5	0.344	0.397	0.00	0	0	1	0	4	1	1	0	0	0	1	1
rattlesnake	  - 	r	8	2.08	56	4.03	2.70	11	8	3	0.00	0.00	0	19	17	3	17.6	0.321	0.309	245.92	16	18	0	4	7	1	1	0	0	0	4	2
raven	"[reI][vn,]"	r	1	0.00	308	5.73	3.20	5	4	2	1401.42	204.47	4	13	10	1	10.0	0.086	0.082	547.82	17	47	0	1	5	1	1	0	0	0	2	3
razor	[reI][z@r*]	r	15	2.71	483	6.18	7.85	5	5	2	284.09	7.99	0	8	8	3	37.5	0.415	0.417	58.54	1	10	4	0	2	0	0	0	0	1	1	0
revolver	[rI][vOl][v@r*]	r	14	2.64	262	5.57	3.05	8	8	3	961.49	185.43	2	15	13	4	30.8	0.333	0.325	337.97	12	33	4	1	3	1	1	0	0	0	3	2
rhubarb	[ru:][bA:b]	r	1	0.00	119	4.78	3.95	7	5	2	157.36	2.59	0	11	9	1	11.1	0.158	0.153	94.87	8	29	2	0	2	2	0	1	0	1	1	2
rice	[raIs]	r	33	3.50	1710	7.44	7.50	4	3	1	772.77	176.24	13	10	8	2	25.0	0.205	0.194	7.13	1	7	2	0	2	2	0	0	0	0	2	2
rifle	"[raI][fl,]"	r	86	4.45	1068	6.97	3.70	5	4	2	777.56	16.42	0	18	16	2	12.5	0.196	0.209	813.96	31	34	4	1	6	0	2	0	0	1	2	2
ring_(jewelry)	[rIN]	r	53	3.97	8583	9.06	8.00	4	3	1	1429.62	144.80	11	13	13	5	38.5	0.324	0.327	114.41	4	14	1	0	6	0	0	0	0	0	6	0
robe	[r@Ub]	r	10	2.30	758	6.63	7.40	4	3	1	453.06	10.67	8	16	15	6	40.0	0.408	0.401	72.86	4	11	5	0	5	1	0	0	0	3	1	1
robin	[rO][bIn]	r	2	0.69	2467	7.81	5.95	5	5	2	592.48	24.03	0	17	16	5	31.3	0.348	0.378	614.30	28	51	0	4	4	1	1	0	0	0	6	1
rock	[rOk]	r	98	4.58	9703	9.18	7.85	4	3	1	1108.06	111.53	12	12	9	2	22.2	0.262	0.234	39.68	3	14	2	0	0	1	0	0	0	5	1	3
rocker	[rO][k@r*]	r	5	1.61	257	5.55	5.30	6	5	2	2078.29	209.53	5	6	5	2	40.0	0.341	0.272	20.83	1	33	3	0	1	0	0	0	0	1	0	1
rocket	[rO][kIt]	r	20	3.00	892	6.79	2.25	6	5	2	970.63	248.48	6	12	11	5	45.5	0.374	0.352	0.00	0	0	2	2	4	0	0	0	0	0	3	1
rooster	[ru:][st@r*]	r	5	1.61	33	3.50	3.75	7	6	2	1208.94	147.77	1	18	14	5	35.7	0.355	0.362	215.83	8	22	2	0	6	2	1	0	0	0	3	4
rope	[r@Up]	r	19	2.94	2165	7.68	6.90	4	3	1	681.23	159.44	15	12	12	6	50.0	0.600	0.609	72.58	5	33	6	0	5	0	0	0	0	0	1	0
ruler	[ru:][l@r*]	r	13	2.56	1580	7.37	7.75	5	5	2	2072.01	70.13	3	18	17	9	52.9	0.560	0.575	48.04	3	11	3	0	11	0	0	0	0	0	3	1
sack	[s&k]	s	9	2.20	1468	7.29	5.70	4	3	1	3141.32	722.29	14	8	7	3	42.9	0.516	0.515	9.92	1	17	4	0	3	0	0	0	0	0	0	1
saddle	"[s&][dl,]"	s	27	3.30	848	6.74	3.75	6	4	2	1153.36	126.62	2	9	9	4	44.4	0.445	0.468	9.34	1	10	2	0	3	1	0	0	0	1	2	0
sailboat	  - 	s	4	1.39	21	3.04	4.95	8	6	2	206.79	8.80	0	14	13	6	46.2	0.357	0.364	46.29	4	19	4	1	6	0	0	0	0	0	2	1
salamander	[s&][l@][m&n][d@r*]	s	2	0.69	79	4.37	2.45	10	10	4	85.33	0.00	0	13	9	0	0.0	0.080	0.056	82.87	5	14	1	0	5	1	0	0	0	1	1	4
salmon	[s&][m@n]	s	3	1.10	1435	7.27	4.75	6	5	2	681.55	78.96	1	10	8	0	0.0	0.067	0.061	309.82	10	36	1	1	3	1	0	0	0	0	2	2
sandals	"[s&n][dl,z]"	s	5	1.61	323	5.78	7.45	7	6	2	375.95	81.85	1	17	15	8	53.3	0.462	0.492	113.47	5	24	5	0	4	1	0	0	0	1	4	2
sandpaper	[s&nd][peI][p@r*]	s	1	0.00	62	4.13	5.75	9	9	3	207.58	50.09	1	12	12	9	75.0	0.790	0.818	17.37	1	33	3	0	4	1	0	0	0	2	2	0
sardine	[sA:][di:n]	s	2	0.69	198	5.29	3.15	7	5	2	2137.42	243.50	0	11	10	2	20.0	0.183	0.203	79.74	2	7	2	1	1	0	0	2	1	1	2	1
saucer	[sO:][s@r*]	s	2	0.69	499	6.21	6.05	6	5	2	1707.18	30.83	1	15	12	6	50.0	0.493	0.496	165.71	7	47	3	0	5	0	0	0	0	0	4	3
saxophone	[s&k][s@][f@Un]	s	4	1.39	102	4.62	4.85	9	8	3	180.78	49.17	0	14	12	3	25.0	0.305	0.288	166.53	7	19	3	0	6	1	1	0	0	0	1	2
scarf	[skA:f]	s	4	1.39	749	6.62	7.50	5	4	1	768.79	48.13	3	12	11	0	0.0	0.139	0.145	421.91	17	31	3	0	2	2	0	0	0	1	3	1
scissors	[sI][z@z]	s	1	0.00	442	6.09	7.55	8	5	2	248.80	26.81	0	10	9	2	22.2	0.285	0.289	76.22	3	14	2	0	5	0	0	0	0	1	1	1
scooter	[sku:][t@r*]	s	1	0.00	111	4.71	2.60	7	6	2	1115.18	127.70	2	13	12	1	8.3	0.151	0.113	255.42	14	25	3	2	6	0	0	0	0	0	1	1
screwdriver	  - 	s	1	0.00	272	5.61	6.35	11	9	3	0.00	0.00	0	20	18	11	61.1	0.539	0.543	79.85	5	24	9	0	7	0	0	0	0	0	2	2
screws	[skru:z]	s	31	3.43	1228	7.11	6.55	6	5	1	485.61	37.09	3	19	18	8	44.4	0.431	0.447	120.04	8	18	8	0	8	0	0	0	0	0	2	1
seagull	[si:][gVl]	s	1	0.00	189	5.24	6.70	7	5	2	613.63	9.42	0	15	14	3	21.4	0.209	0.243	492.90	16	29	0	5	3	2	1	0	0	0	3	1
seal	[si:l]	s	21	3.04	2025	7.61	2.90	4	3	1	2028.63	334.66	13	17	15	5	33.3	0.288	0.268	117.36	6	13	3	2	3	0	0	0	0	1	6	2
seaweed	[si:][wi:d]	s	3	1.10	234	5.46	4.30	7	5	2	2135.83	170.51	0	10	9	4	44.4	0.412	0.424	7.10	1	10	2	0	1	1	0	0	1	1	3	1
shack	[S&k]	S	2	0.69	170	5.14	3.55	5	3	1	1283.53	336.68	8	12	12	1	8.3	0.238	0.221	90.89	7	13	3	0	6	0	0	0	0	0	3	0
shawl	[SO:l]	S	5	1.61	325	5.78	3.30	5	3	1	658.19	196.25	1	10	9	2	22.2	0.234	0.238	265.96	9	43	4	0	2	1	0	0	0	1	1	1
shed	[SEd]	S	15	2.71	2559	7.85	7.05	4	3	1	4591.33	23.18	5	12	11	4	36.4	0.375	0.395	80.97	5	24	4	0	5	0	0	0	0	0	2	1
sheep	[Si:p]	S	23	3.14	3044	8.02	4.25	5	3	1	2981.34	176.20	6	21	18	9	50.0	0.367	0.381	183.07	12	33	4	2	3	2	1	0	0	1	5	3
shell	[SEl]	S	36	3.58	3236	8.08	6.20	5	3	1	3251.22	108.25	5	8	7	2	28.6	0.372	0.361	0.00	0	0	1	0	1	1	0	0	0	1	3	1
shelves	[SElvz]	S	20	3.00	2617	7.87	7.90	7	5	1	887.15	43.91	2	11	11	3	27.3	0.250	0.239	26.39	3	11	3	0	4	0	0	0	0	0	4	0
shield	[Si:ld]	S	10	2.30	2224	7.71	2.85	6	4	1	1066.05	23.22	0	10	9	3	33.3	0.395	0.407	12.81	1	7	3	0	3	0	0	0	0	0	3	1
ship	[SIp]	S	126	4.84	7505	8.92	4.90	4	3	1	1904.97	65.14	8	13	13	5	38.5	0.377	0.397	119.34	6	21	4	1	4	0	0	0	0	0	4	0
shirt	[S3:t]	S	29	3.37	3623	8.20	8.80	5	3	1	2539.93	149.77	4	18	16	6	37.5	0.418	0.431	459.79	25	56	6	0	8	1	0	0	0	0	1	2
shoes	[Su:z]	S	58	4.06	4822	8.48	8.90	5	3	1	1898.45	273.39	5	19	18	9	50.0	0.442	0.434	298.67	12	33	8	0	9	0	0	0	0	0	1	1
shotgun	[SOt][gVn]	S	9	2.20	487	6.19	3.00	7	6	2	440.53	43.29	0	10	8	1	12.5	0.135	0.133	231.72	10	48	3	0	2	0	1	0	0	0	2	2
shovel	"[SV][vl,]"	S	8	2.08	280	5.63	6.45	6	4	2	993.06	349.25	2	15	14	7	50.0	0.602	0.604	329.13	15	71	7	0	6	0	0	0	0	0	1	1
shrimp	[SrImp]	S	2	0.69	409	6.01	5.80	6	5	1	640.39	31.24	0	13	13	0	0.0	0.066	0.055	175.69	8	10	1	1	4	3	0	1	0	0	3	0
sink	[sINk]	s	23	3.14	2190	7.69	8.50	4	4	1	1258.31	87.57	13	17	16	7	43.8	0.396	0.443	375.26	18	50	5	0	5	0	0	0	0	0	6	1
skateboard	[skeIt][bO:d]	s	1	0.00	80	4.38	4.85	10	7	2	60.26	0.00	0	10	9	1	11.1	0.160	0.153	130.96	8	29	4	1	4	0	0	0	0	0	0	1
skillet	  - 	s	2	0.69	15	2.71	4.95	7	5	2	357.21	59.28	1	11	10	1	10.0	0.171	0.176	145.38	8	22	3	0	4	0	0	0	0	0	3	1
skirt	[sk3:t]	s	25	3.22	2136	7.67	7.75	5	4	1	375.83	56.70	1	14	12	4	33.3	0.405	0.423	180.84	12	43	2	0	6	2	0	0	0	1	1	2
skis	[ski:z]	s	9	2.20	1115	7.02	5.00	4	4	1	1658.03	53.04	4	13	13	6	46.2	0.490	0.463	83.43	2	10	3	0	4	0	0	0	0	0	6	0
skunk	  - 	s	1	0.00	57	4.04	5.50	5	5	1	893.09	26.27	1	12	11	3	27.3	0.298	0.299	117.98	9	32	0	1	6	2	0	0	1	0	1	1
skyscraper	[skaI][skreI][p@r*]	s	3	1.10	129	4.86	6.45	10	10	3	86.01	0.00	0	12	11	7	63.6	0.640	0.705	115.05	3	50	4	0	6	0	0	0	0	0	1	1
sled	[slEd]	s	1	0.00	34	3.53	6.35	4	4	1	550.33	11.54	9	12	12	4	33.3	0.345	0.365	36.03	2	7	4	1	3	1	0	0	0	0	3	0
sledgehammer	  - 	s	1	0.00	67	4.20	3.80	12	8	3	0.00	0.00	0	11	10	2	20.0	0.135	0.136	56.97	4	14	2	0	7	0	0	0	0	1	0	1
sleigh	[sleI]	s	1	0.00	45	3.81	5.35	6	3	1	397.95	6.64	0	9	9	2	22.2	0.320	0.311	18.54	1	5	3	0	3	0	0	0	0	0	3	0
slingshot	[slIN][SOt]	s	1	0.00	11	2.40	4.15	9	7	2	70.76	8.58	0	15	13	7	53.8	0.503	0.491	130.62	6	40	9	0	3	0	0	0	0	0	1	2
slippers	[slI][p@z]	s	10	2.30	502	6.22	6.75	8	6	2	370.17	163.10	3	13	11	3	27.3	0.384	0.395	400.64	14	50	4	0	1	0	0	0	0	3	3	2
snail	[sneIl]	s	2	0.69	543	6.30	5.40	5	4	1	501.25	21.92	1	9	9	3	33.3	0.402	0.444	101.94	5	33	2	1	3	0	0	0	0	1	2	0
socks	[sOks]	s	7	1.95	1231	7.12	8.90	5	4	1	600.43	90.11	9	15	13	2	15.4	0.254	0.271	432.17	13	24	3	0	5	1	0	0	1	0	3	2
sofa	[s@U][f@]	s	9	2.20	1168	7.06	8.40	4	4	2	1031.53	59.08	3	18	17	8	47.1	0.405	0.373	527.36	18	50	5	0	6	0	0	0	0	2	4	1
spade	[speId]	s	14	2.64	481	6.18	4.95	5	4	1	557.69	135.66	5	7	5	1	20.0	0.277	0.271	11.04	1	17	2	0	2	1	0	0	0	0	0	2
sparrow	[sp&][r@U]	s	1	0.00	294	5.68	4.35	7	5	2	321.59	12.34	0	13	11	1	9.1	0.154	0.157	733.51	27	60	0	1	4	0	2	0	0	0	4	2
spatula	  - 	s	1	0.00	46	3.83	7.00	7	7	3	284.51	18.74	0	12	11	1	9.1	0.152	0.144	61.00	4	9	3	0	7	0	0	0	0	0	1	1
spear	[spI@r*]	s	7	1.95	587	6.38	3.10	5	4	1	1014.30	290.95	4	15	14	1	7.1	0.149	0.143	174.40	11	14	4	0	7	0	0	0	0	1	2	1
spider	[spaI][d@r*]	s	2	0.69	1036	6.94	7.25	6	6	2	1789.64	153.82	0	16	15	4	26.7	0.370	0.368	148.69	10	18	0	4	6	1	0	0	0	1	3	1
spinach	[spI][nIdZ]	s	2	0.69	199	5.29	5.00	7	6	2	270.92	39.94	0	11	10	1	10.0	0.190	0.200	354.20	27	75	4	0	1	1	0	0	0	0	4	1
